Sample_Index,ADC_Value
0,1963
1,0
2,1488
3,4095
4,2554
5,0
6,873
7,4095
8,3253
9,0
10,368
11,4095
12,4031
13,32
14,0
15,4095
16,4095
17,645
18,0
19,3120
20,4095
21,1292
22,0
23,2335
24,4095
25,1933
26,0
27,1561
28,4095
29,2670
30,0
31,986
32,4095
33,3521
34,0
35,535
36,4095
37,4069
38,69
39,0
40,4095
41,4095
42,621
43,0
44,3087
45,4095
46,1180
47,0
48,2128
49,4095
50,1767
51,0
52,1456
53,4095
54,2555
55,0
56,868
57,4095
58,3143
59,0
60,240
61,4095
62,3678
63,0
64,0
65,4095
66,4095
67,1675
68,699
69,4095
70,4095
71,2778
72,681
73,3634
74,4095
75,2055
76,0
77,1507
78,4095
79,2503
80,0
81,885
82,4095
83,3184
84,0
85,289
86,4095
87,3835
88,0
89,0
90,4095
91,4095
92,511
93,0
94,3061
95,4095
96,1111
97,0
98,2192
99,4095
100,1887
101,0
102,1601
103,4095
104,2559
105,0
106,910
107,4095
108,3031
109,0
110,336
111,4095
112,3888
113,0
114,0
115,4095
116,4095
117,618
118,0
119,3119
120,4095
121,1227
122,0
123,2478
124,4095
125,2077
126,0
127,1866
128,4095
129,2839
130,0
131,1168
132,4095
133,3618
134,52
135,737
136,4095
137,4095
138,685
139,276
140,4095
141,4095
142,985
143,0
144,3514
145,4095
146,1330
147,0
148,2338
149,4095
150,1630
151,0
152,1231
153,4095
154,2030
155,0
156,522
157,4095
158,2665
159,0
160,66
161,4095
162,3312
163,0
164,0
165,3011
166,3857
167,0
168,0
169,2315
170,4095
171,506
172,0
173,1732
174,4095
175,1203
176,0
177,966
178,4095
179,1999
180,0
181,533
182,4095
183,2699
184,0
185,102
186,4095
187,3227
188,0
189,0
190,3181
191,4095
192,0
193,0
194,2582
195,4095
196,666
197,0
198,1794
199,4095
200,1332
201,0
202,1193
203,4095
204,2107
205,0
206,605
207,4095
208,2644
209,0
210,82
211,4095
212,3358
213,0
214,0
215,3393
216,4095
217,23
218,0
219,2631
220,4095
221,576
222,0
223,1844
224,4095
225,1387
226,0
227,1254
228,4095
229,2113
230,0
231,560
232,4095
233,2714
234,0
235,171
236,4095
237,3520
238,0
239,0
240,3707
241,4095
242,0
243,0
244,2624
245,4095
246,688
247,0
248,2028
249,4095
250,1552
251,0
252,1296
253,4095
254,2197
255,0
256,747
257,4095
258,2874
259,0
260,256
261,4095
262,3601
263,0
264,0
265,3578
266,4095
267,128
268,0
269,2823
270,4095
271,844
272,0
273,2162
274,4095
275,1616
276,0
277,1392
278,4095
279,2300
280,0
281,832
282,4095
283,3017
284,0
285,305
286,4095
287,3563
288,0
289,0
290,4035
291,4095
292,368
293,0
294,3062
295,4095
296,948
297,0
298,2163
299,4095
300,1604
301,0
302,1534
303,4095
304,2399
305,0
306,946
307,4095
308,3021
309,0
310,385
311,4095
312,3888
313,16
314,64
315,4095
316,4095
317,656
318,0
319,3583
320,4095
321,1264
322,0
323,2483
324,4095
325,1929
326,0
327,1744
328,4095
329,2559
330,0
331,885
332,4095
333,3088
334,0
335,401
336,4095
337,3827
338,0
339,14
340,4095
341,4095
342,368
343,0
344,3024
345,4095
346,1050
347,0
348,2391
349,4095
350,2275
351,0
352,3091
353,4095
354,4095
355,1442
356,2787
357,4095
358,3650
359,0
360,511
361,4095
362,3878
363,0
364,40
365,4095
366,4095
367,443
368,0
369,3265
370,4095
371,1190
372,0
373,2473
374,4095
375,1849
376,0
377,1620
378,4095
379,2450
380,0
381,1023
382,4095
383,3133
384,0
385,493
386,4095
387,3874
388,0
389,34
390,4095
391,4095
392,782
393,0
394,3623
395,4095
396,1418
397,0
398,2662
399,4095
400,2032
401,0
402,1947
403,4095
404,2835
405,0
406,1376
407,4095
408,3481
409,0
410,656
411,4095
412,4095
413,527
414,306
415,4095
416,4095
417,1243
418,21
419,4095
420,4095
421,1858
422,0
423,3280
424,4095
425,2471
426,0
427,2256
428,4095
429,2883
430,0
431,1191
432,4095
433,3109
434,0
435,377
436,4095
437,3666
438,0
439,0
440,3866
441,4095
442,50
443,0
444,2637
445,4095
446,534
447,0
448,1913
449,4095
450,1331
451,0
452,1254
453,4095
454,2045
455,0
456,577
457,4095
458,2703
459,0
460,177
461,4095
462,3440
463,0
464,0
465,3473
466,4078
467,0
468,0
469,2694
470,4095
471,729
472,0
473,2073
474,4095
475,1456
476,0
477,1371
478,4095
479,2095
480,0
481,720
482,4095
483,2941
484,0
485,299
486,4095
487,3669
488,0
489,0
490,4047
491,4095
492,128
493,0
494,2864
495,4095
496,868
497,0
498,2192
499,4095
500,1599
501,0
502,1317
503,4095
504,2143
505,0
506,784
507,4095
508,2838
509,0
510,272
511,4095
512,3554
513,0
514,0
515,3712
516,4095
517,165
518,0
519,2961
520,4095
521,896
522,0
523,2201
524,4095
525,1535
526,0
527,1493
528,4095
529,2411
530,0
531,943
532,4095
